	sample	group	taxonomy_level	alpha_diversity
44	SAMEA1965191	D043183	class	1.08291093002247
45	SAMEA1965191	D043183	order	1.0976179774721
46	SAMEA1965191	D043183	family	1.64078790186679
47	SAMEA1965191	D043183	genus	2.02895576122726
48	SAMEA1965191	D043183	species	2.60727001850772
49	SAMEA1965384	D006262	kingdom	0.0972542856852849
50	SAMEA1965384	D006262	phylum	0.868245342617129
51	SAMEA1965384	D006262	class	1.08933255709825
52	SAMEA1965384	D006262	order	1.0996234457958
53	SAMEA1965384	D006262	family	2.02401954940031
54	SAMEA1965384	D006262	genus	2.63602993959157
55	SAMEA1965384	D006262	species	3.57743486475907
56	SAMEA1965767	D006262	kingdom	0.0
57	SAMEA1965767	D006262	phylum	0.648815923502262
58	SAMEA1965767	D006262	class	0.747055834694738
59	SAMEA1965767	D006262	order	0.753133614712738
60	SAMEA1965767	D006262	family	1.78402665145719
61	SAMEA1965767	D006262	genus	2.04798963707979
62	SAMEA1965767	D006262	species	3.06341465178995
63	SAMEA1965852	D043183	kingdom	0.0
64	SAMEA1965852	D043183	phylum	0.513009471161598
65	SAMEA1965852	D043183	class	0.540031999710322
66	SAMEA1965852	D043183	order	0.540031999710322
67	SAMEA1965852	D043183	family	0.898869623289571
68	SAMEA1965852	D043183	genus	1.07919865725834
69	SAMEA1965852	D043183	species	2.43044178474747
70	SAMEA1965906	D043183	kingdom	0.0
71	SAMEA1965906	D043183	phylum	0.898187294045319
72	SAMEA1965906	D043183	class	1.07463881330262
73	SAMEA1965906	D043183	order	1.09312979101114
74	SAMEA1965906	D043183	family	1.71819885000284
75	SAMEA1965906	D043183	genus	2.48245285636603
76	SAMEA1965906	D043183	species	3.40666748930103
77	SAMEA1966253	D043183	kingdom	2.56103609271464e-05
78	SAMEA1966253	D043183	phylum	0.868758639250694
79	SAMEA1966253	D043183	class	1.14035714025208
80	SAMEA1966253	D043183	order	1.14201101450589
81	SAMEA1966253	D043183	family	1.28032172335733
82	SAMEA1966253	D043183	genus	1.57302481117208
83	SAMEA1966253	D043183	species	1.93080459401245
84	SAMEA1967055	D006262	kingdom	0.0
85	SAMEA1967055	D006262	phylum	0.521425263204536
86	SAMEA1967055	D006262	class	0.605776976344054
87	SAMEA1967055	D006262	order	0.608762961018986
88	SAMEA1967055	D006262	family	1.2033885444408
89	SAMEA1967055	D006262	genus	1.33747311517455
90	SAMEA1967055	D006262	species	2.60446830252559
91	SAMEA1968035	D043183	kingdom	0.0008470487298848
92	SAMEA1968035	D043183	phylum	0.85472764634205
93	SAMEA1968035	D043183	class	1.02609336055219
94	SAMEA1968035	D043183	order	1.04757869805507
95	SAMEA1968035	D043183	family	2.07464437840383
96	SAMEA1968035	D043183	genus	2.55362818129033
97	SAMEA1968035	D043183	species	3.51712684497238
98	SAMEA1968151	D043183	kingdom	0.0188993907784894
99	SAMEA1968151	D043183	phylum	1.01320996102941
100	SAMEA1968151	D043183	class	1.49301623533366
101	SAMEA1968151	D043183	order	1.49989042762059
102	SAMEA1968151	D043183	family	1.73276432575454
103	SAMEA1968151	D043183	genus	2.12390500274246
104	SAMEA1968151	D043183	species	2.50483639710627
105	SAMEA1968361	D043183	kingdom	0.0
106	SAMEA1968361	D043183	phylum	0.931535963031306
107	SAMEA1968361	D043183	class	1.05296409025623
108	SAMEA1968361	D043183	order	1.06232102082283
109	SAMEA1968361	D043183	family	1.92819339291529
110	SAMEA1968361	D043183	genus	2.37274266918611
111	SAMEA1968361	D043183	species	3.37275475240813
112	SAMEA1969296	D006262	kingdom	0.0
113	SAMEA1969296	D006262	phylum	0.71818961281625
114	SAMEA1969296	D006262	class	0.800593393505558
115	SAMEA1969296	D006262	order	0.802263188468754
116	SAMEA1969296	D006262	family	1.71670136236316
117	SAMEA1969296	D006262	genus	2.29393916047397
118	SAMEA1969296	D006262	species	2.9951424398502
119	SAMEA1971886	D043183	kingdom	0.0
120	SAMEA1971886	D043183	phylum	0.737238156640675
121	SAMEA1971886	D043183	class	0.997504907373812
122	SAMEA1971886	D043183	order	1.00570132929663
123	SAMEA1971886	D043183	family	1.49384341252431
124	SAMEA1971886	D043183	genus	1.84495986272644
125	SAMEA1971886	D043183	species	2.46084372189508
126	SAMEA1972159	D006262	kingdom	0.0
127	SAMEA1972159	D006262	phylum	0.725594246886055
128	SAMEA1972159	D006262	class	0.865881924838691
129	SAMEA1972159	D006262	order	0.86658497455436
130	SAMEA1972159	D006262	family	1.54202908584802
131	SAMEA1972159	D006262	genus	2.22488026325626
132	SAMEA1972159	D006262	species	2.97626698949549
133	SAMEA1972229	D006262	kingdom	0.0355325667494671
134	SAMEA1972229	D006262	phylum	0.819533238101098
135	SAMEA1972229	D006262	class	0.961346364857077
136	SAMEA1972229	D006262	order	0.969342415017458
137	SAMEA1972229	D006262	family	1.87717750607064
138	SAMEA1972229	D006262	genus	2.20396555645781
139	SAMEA1972229	D006262	species	3.44017924513339
140	SAMEA1972440	D043183	kingdom	0.0
141	SAMEA1972440	D043183	phylum	0.90454473919891
142	SAMEA1972440	D043183	class	1.19082510526041
143	SAMEA1972440	D043183	order	1.20007971629375
144	SAMEA1972440	D043183	family	1.55540874607885
145	SAMEA1972440	D043183	genus	1.76220589661905
146	SAMEA1972440	D043183	species	2.93662459212659
147	SAMEA1972463	D043183	kingdom	0.0
148	SAMEA1972463	D043183	phylum	0.859243399775624
149	SAMEA1972463	D043183	class	0.991711380881629
150	SAMEA1972463	D043183	order	0.991711380881629
151	SAMEA1972463	D043183	family	2.01853647722678
152	SAMEA1972463	D043183	genus	2.35232520100214
153	SAMEA1972463	D043183	species	2.87958886597012
154	SAMEA1972794	D006262	kingdom	0.0
155	SAMEA1972794	D006262	phylum	1.05404160631144
156	SAMEA1972794	D006262	class	1.17948063431381
157	SAMEA1972794	D006262	order	1.20358446462986
158	SAMEA1972794	D006262	family	1.92093843714581
159	SAMEA1972794	D006262	genus	2.38136383184572
160	SAMEA1972794	D006262	species	2.99310669308869
161	SAMEA1973207	D006262	kingdom	0.0283193932125596
162	SAMEA1973207	D006262	phylum	0.751834972236318
163	SAMEA1973207	D006262	class	1.0067118454005
164	SAMEA1973207	D006262	order	1.00892196502283
165	SAMEA1973207	D006262	family	1.88809176372309
166	SAMEA1973207	D006262	genus	2.49563902415843
167	SAMEA1973207	D006262	species	2.91586227630585
168	SAMEA2041923	D006262	kingdom	0.0
169	SAMEA2041923	D006262	phylum	0.721594062206936
170	SAMEA2041923	D006262	class	0.833364264847996
171	SAMEA2041923	D006262	order	0.834359113691635
172	SAMEA2041923	D006262	family	1.58678996006603
173	SAMEA2041923	D006262	genus	2.14453431862552
174	SAMEA2041923	D006262	species	3.01988834308317
175	SAMEA2041924	D006262	kingdom	0.114739683066386
176	SAMEA2041924	D006262	phylum	1.02380757501956
177	SAMEA2041924	D006262	class	1.24348495367636
178	SAMEA2041924	D006262	order	1.24607615794377
179	SAMEA2041924	D006262	family	2.00133591368516
180	SAMEA2041924	D006262	genus	2.39456547574027
181	SAMEA2041924	D006262	species	3.32261756639581
182	SAMEA2041925	D043183	kingdom	0.0
183	SAMEA2041925	D043183	phylum	0.865430635049505
184	SAMEA2041925	D043183	class	1.05835021834919
185	SAMEA2041925	D043183	order	1.06410302581923
186	SAMEA2041925	D043183	family	1.83830039847971
187	SAMEA2041925	D043183	genus	2.32517406841943
188	SAMEA2041925	D043183	species	3.33822655402813
189	SAMEA2041926	D043183	kingdom	0.0
190	SAMEA2041926	D043183	phylum	0.827125085479806
191	SAMEA2041926	D043183	class	0.99638279311797
192	SAMEA2041926	D043183	order	1.0051856137844
193	SAMEA2041926	D043183	family	1.52030175286903
194	SAMEA2041926	D043183	genus	2.29231804640503
195	SAMEA2041926	D043183	species	3.14663735363465
196	SAMEA2041927	D006262	kingdom	0.134800946465791
197	SAMEA2041927	D006262	phylum	0.960220256761129
198	SAMEA2041927	D006262	class	1.18486724111939
199	SAMEA2041927	D006262	order	1.22162448336398
200	SAMEA2041927	D006262	family	2.06295347971619
201	SAMEA2041927	D006262	genus	2.45590566895995
202	SAMEA2041927	D006262	species	3.50269973680065
203	SAMEA2041928	D006262	kingdom	0.0
204	SAMEA2041928	D006262	phylum	0.888065636661431
205	SAMEA2041928	D006262	class	1.17921020185022
206	SAMEA2041928	D006262	order	1.1869773234678
207	SAMEA2041928	D006262	family	1.94789829598372
208	SAMEA2041928	D006262	genus	2.3972491423349
209	SAMEA2041928	D006262	species	3.17582702937098
210	SAMEA2041930	D006262	kingdom	0.0659713601334615
211	SAMEA2041930	D006262	phylum	0.931353890317489
212	SAMEA2041930	D006262	class	1.21404281968262
213	SAMEA2041930	D006262	order	1.21735003124295
214	SAMEA2041930	D006262	family	2.11420999304688
215	SAMEA2041930	D006262	genus	2.484064681201
216	SAMEA2041930	D006262	species	3.44268609083446
217	SAMEA2041931	D006262	kingdom	0.0599843334208487
218	SAMEA2041931	D006262	phylum	0.976991849790315
219	SAMEA2041931	D006262	class	1.17099443836916
220	SAMEA2041931	D006262	order	1.17747798862883
221	SAMEA2041931	D006262	family	2.20301739981657
222	SAMEA2041931	D006262	genus	2.56019654502658
223	SAMEA2041931	D006262	species	3.43688662533618
224	SAMEA2041932	D006262	kingdom	0.245022567095195
225	SAMEA2041932	D006262	phylum	0.829263387765333
226	SAMEA2041932	D006262	class	0.953357020654553
227	SAMEA2041932	D006262	order	0.953421875195884
228	SAMEA2041932	D006262	family	1.77670018024096
229	SAMEA2041932	D006262	genus	1.96474990625516
230	SAMEA2041932	D006262	species	2.79350941990655
231	SAMEA2041933	D006262	kingdom	0.0926803505572177
232	SAMEA2041933	D006262	phylum	0.920889949006583
233	SAMEA2041933	D006262	class	1.0669572261218
234	SAMEA2041933	D006262	order	1.06879640638699
235	SAMEA2041933	D006262	family	1.99994096662494
236	SAMEA2041933	D006262	genus	2.34074431758938
237	SAMEA2041933	D006262	species	3.47569827900355
238	SAMEA2041934	D006262	kingdom	0.0
239	SAMEA2041934	D006262	phylum	0.856588499264614
240	SAMEA2041934	D006262	class	0.903556922558469
241	SAMEA2041934	D006262	order	0.908961083752262
242	SAMEA2041934	D006262	family	1.56000805829568
243	SAMEA2041934	D006262	genus	2.03139647290549
244	SAMEA2041934	D006262	species	2.69125533433106
245	SAMEA2041935	D006262	kingdom	0.0
246	SAMEA2041935	D006262	phylum	0.733918437896344
247	SAMEA2041935	D006262	class	0.764871687053114
248	SAMEA2041935	D006262	order	0.766448912591306
249	SAMEA2041935	D006262	family	1.51547118055783
250	SAMEA2041935	D006262	genus	1.93432280006831
251	SAMEA2041935	D006262	species	2.83261255273048
252	SAMEA2041936	D006262	kingdom	0.0
253	SAMEA2041936	D006262	phylum	0.782700338650813
254	SAMEA2041936	D006262	class	0.819516990892348
255	SAMEA2041936	D006262	order	0.823875454972584
256	SAMEA2041936	D006262	family	1.65786539932672
257	SAMEA2041936	D006262	genus	1.99453819453921
258	SAMEA2041936	D006262	species	2.89183637538853
259	SAMEA2041937	D006262	kingdom	0.0
260	SAMEA2041937	D006262	phylum	0.718902169973344
261	SAMEA2041937	D006262	class	0.745562649419508
262	SAMEA2041937	D006262	order	0.745658083089833
263	SAMEA2041937	D006262	family	1.41374943404666
264	SAMEA2041937	D006262	genus	1.69400348736682
265	SAMEA2041937	D006262	species	2.6727735403022
266	SAMEA2041938	D006262	kingdom	0.0447318682423535
267	SAMEA2041938	D006262	phylum	0.80195700235318
268	SAMEA2041938	D006262	class	0.944511533485534
269	SAMEA2041938	D006262	order	0.944798586082828
270	SAMEA2041938	D006262	family	2.0952540674837
271	SAMEA2041938	D006262	genus	2.77970644250996
272	SAMEA2041938	D006262	species	3.49336882316615
273	SAMEA2041939	D006262	kingdom	0.0081500253855311
274	SAMEA2041939	D006262	phylum	0.764354218474004
275	SAMEA2041939	D006262	class	0.839964094417233
276	SAMEA2041939	D006262	order	0.839964094417233
277	SAMEA2041939	D006262	family	1.79753130670388
278	SAMEA2041939	D006262	genus	2.23879214970391
279	SAMEA2041939	D006262	species	3.26743489829798
280	SAMEA2042000	D006262	kingdom	0.0
281	SAMEA2042000	D006262	phylum	0.77905381235638
282	SAMEA2042000	D006262	class	0.825799674849902
283	SAMEA2042000	D006262	order	0.826023132453341
284	SAMEA2042000	D006262	family	1.74531429330709
285	SAMEA2042000	D006262	genus	2.22776133903176
286	SAMEA2042000	D006262	species	2.98074027001388
287	SAMEA2042001	D006262	kingdom	0.009489302253584
288	SAMEA2042001	D006262	phylum	0.758903687294666
289	SAMEA2042001	D006262	class	0.968846164540538
290	SAMEA2042001	D006262	order	0.971541428374855
291	SAMEA2042001	D006262	family	1.9133831042228
292	SAMEA2042001	D006262	genus	2.32171223902125
293	SAMEA2042001	D006262	species	2.80313321015862
294	SAMEA2042002	D006262	kingdom	0.0056789872600489
295	SAMEA2042002	D006262	phylum	0.688314411372842
296	SAMEA2042002	D006262	class	0.856234235839521
297	SAMEA2042002	D006262	order	0.85812351735563
298	SAMEA2042002	D006262	family	1.64725819025578
299	SAMEA2042002	D006262	genus	2.42031619163195
300	SAMEA2042002	D006262	species	2.71722817424142
301	SAMEA2042003	D006262	kingdom	0.134698077479281
302	SAMEA2042003	D006262	phylum	0.990278765973802
303	SAMEA2042003	D006262	class	1.16728471081282
304	SAMEA2042003	D006262	order	1.18421829504244
305	SAMEA2042003	D006262	family	1.97636562281819
306	SAMEA2042003	D006262	genus	2.42603227041533
307	SAMEA2042003	D006262	species	3.40966923243027
308	SAMEA2042004	D006262	kingdom	0.14383272278006
309	SAMEA2042004	D006262	phylum	0.925154030272705
310	SAMEA2042004	D006262	class	1.13192877583494
311	SAMEA2042004	D006262	order	1.14390995938265
312	SAMEA2042004	D006262	family	1.95784955546928
313	SAMEA2042004	D006262	genus	2.50490761980982
314	SAMEA2042004	D006262	species	3.30064217317274
315	SAMEA2042005	D006262	kingdom	0.0
316	SAMEA2042005	D006262	phylum	0.846831404496456
317	SAMEA2042005	D006262	class	0.919194108397781
318	SAMEA2042005	D006262	order	0.920050629912457
319	SAMEA2042005	D006262	family	1.71795263858658
320	SAMEA2042005	D006262	genus	2.35939039900331
321	SAMEA2042005	D006262	species	3.2274125042876
322	SAMEA2042006	D006262	kingdom	0.0
323	SAMEA2042006	D006262	phylum	0.82318645693642
324	SAMEA2042006	D006262	class	0.857170577445765
325	SAMEA2042006	D006262	order	0.857255903431451
326	SAMEA2042006	D006262	family	1.57680459042737
327	SAMEA2042006	D006262	genus	2.23675282024738
328	SAMEA2042006	D006262	species	2.94086942293986
329	SAMEA2042007	D006262	kingdom	0.0581472888122015
330	SAMEA2042007	D006262	phylum	0.792249825647559
331	SAMEA2042007	D006262	class	0.898147637913022
332	SAMEA2042007	D006262	order	0.901167049325729
333	SAMEA2042007	D006262	family	1.99723456340646
334	SAMEA2042007	D006262	genus	2.39628284114833
335	SAMEA2042007	D006262	species	3.06832980999327
336	SAMEA2042009	D006262	kingdom	0.0020277326939475
337	SAMEA2042009	D006262	phylum	0.775809473503811
338	SAMEA2042009	D006262	class	0.871911803431131
339	SAMEA2042009	D006262	order	0.879956690954777
340	SAMEA2042009	D006262	family	1.90020370765676
341	SAMEA2042009	D006262	genus	2.38767007059463
342	SAMEA2042009	D006262	species	3.22804031538822
343	SAMEA2042010	D043183	kingdom	0.0
344	SAMEA2042010	D043183	phylum	0.662134043391148
345	SAMEA2042010	D043183	class	0.865579517070051
346	SAMEA2042010	D043183	order	0.887833118832319
347	SAMEA2042010	D043183	family	1.86630832266195
348	SAMEA2042010	D043183	genus	2.79138959503816
349	SAMEA2042010	D043183	species	3.50611064880899
350	SAMEA2042011	D043183	kingdom	0.0
351	SAMEA2042011	D043183	phylum	0.814924921182737
352	SAMEA2042011	D043183	class	0.959025789311567
353	SAMEA2042011	D043183	order	0.97437970208104
354	SAMEA2042011	D043183	family	1.94719599410143
355	SAMEA2042011	D043183	genus	2.60118920497408
356	SAMEA2042011	D043183	species	3.45037795857737
357	SAMEA2042012	D043183	kingdom	0.0
358	SAMEA2042012	D043183	phylum	0.435706327590027
359	SAMEA2042012	D043183	class	0.518160201441559
360	SAMEA2042012	D043183	order	0.518160201441559
361	SAMEA2042012	D043183	family	0.853617013198551
362	SAMEA2042012	D043183	genus	0.914113884559944
363	SAMEA2042012	D043183	species	2.27566051431995
364	SAMEA2042013	D006262	kingdom	0.0
365	SAMEA2042013	D006262	phylum	0.958203075954792
366	SAMEA2042013	D006262	class	1.58417382602096
367	SAMEA2042013	D006262	order	1.59544153347919
368	SAMEA2042013	D006262	family	1.96964334514186
369	SAMEA2042013	D006262	genus	2.30286648347817
370	SAMEA2042013	D006262	species	2.8359968207665
371	SAMEA2042014	D043183	kingdom	0.0
372	SAMEA2042014	D043183	phylum	0.680727898714706
373	SAMEA2042014	D043183	class	0.964229675295704
374	SAMEA2042014	D043183	order	0.971117764827218
375	SAMEA2042014	D043183	family	1.23922969556282
376	SAMEA2042014	D043183	genus	1.53531300005773
377	SAMEA2042014	D043183	species	2.44626569968708
378	SAMEA2042087	D006262	kingdom	0.0593405307585608
379	SAMEA2042087	D006262	phylum	1.1106508654027
380	SAMEA2042087	D006262	class	1.23190340875948
381	SAMEA2042087	D006262	order	1.25899368828233
382	SAMEA2042087	D006262	family	2.03707353705774
383	SAMEA2042087	D006262	genus	2.55160675824163
384	SAMEA2042087	D006262	species	3.5385905348983
385	SAMEA2042088	D006262	kingdom	0.0
386	SAMEA2042088	D006262	phylum	0.578603473999285
387	SAMEA2042088	D006262	class	0.601067978548439
388	SAMEA2042088	D006262	order	0.601067978548439
389	SAMEA2042088	D006262	family	1.49612544934271
390	SAMEA2042088	D006262	genus	1.72156155174911
391	SAMEA2042088	D006262	species	2.33268281654127
392	SAMEA2042089	D006262	kingdom	0.0
393	SAMEA2042089	D006262	phylum	0.842831019898336
394	SAMEA2042089	D006262	class	1.00039868012937
395	SAMEA2042089	D006262	order	1.01062767496614
396	SAMEA2042089	D006262	family	1.90720116343926
397	SAMEA2042089	D006262	genus	2.45948242553712
398	SAMEA2042089	D006262	species	3.40795650668539
399	SAMEA2042090	D006262	kingdom	0.0125645298099705
400	SAMEA2042090	D006262	phylum	0.468659209972943
401	SAMEA2042090	D006262	class	0.687728991577482
402	SAMEA2042090	D006262	order	0.688964582959352
403	SAMEA2042090	D006262	family	1.62738268663243
404	SAMEA2042090	D006262	genus	2.32977795472054
405	SAMEA2042090	D006262	species	2.8405104443088
406	SAMEA2042091	D006262	kingdom	0.0131048400096415
407	SAMEA2042091	D006262	phylum	0.482339998195782
408	SAMEA2042091	D006262	class	0.683699498159717
409	SAMEA2042091	D006262	order	0.683699498159717
410	SAMEA2042091	D006262	family	1.50940290436093
411	SAMEA2042091	D006262	genus	2.10222466411309
412	SAMEA2042091	D006262	species	2.50364776282693
413	SAMEA2042092	D006262	kingdom	0.0
414	SAMEA2042092	D006262	phylum	0.574002506104373
415	SAMEA2042092	D006262	class	0.677316807861393
416	SAMEA2042092	D006262	order	0.689072548309125
417	SAMEA2042092	D006262	family	1.37443335148559
418	SAMEA2042092	D006262	genus	1.61519840826374
419	SAMEA2042092	D006262	species	1.8587046222591
420	SAMEA2042093	D006262	kingdom	0.0064287493412058
421	SAMEA2042093	D006262	phylum	0.728957190029587
422	SAMEA2042093	D006262	class	0.788547951702651
423	SAMEA2042093	D006262	order	0.788547951702651
424	SAMEA2042093	D006262	family	1.80895597996149
425	SAMEA2042093	D006262	genus	2.40037826713669
426	SAMEA2042093	D006262	species	2.99782088321359
427	SAMEA2042095	D006262	kingdom	0.0
428	SAMEA2042095	D006262	phylum	0.431351982697984
429	SAMEA2042095	D006262	class	0.476872827465108
430	SAMEA2042095	D006262	order	0.476872827465108
431	SAMEA2042095	D006262	family	1.01259985649567
432	SAMEA2042095	D006262	genus	1.10774726549069
433	SAMEA2042095	D006262	species	1.37765444939578
434	SAMEA2042096	D006262	kingdom	0.0226552123805062
435	SAMEA2042096	D006262	phylum	0.796494283436753
436	SAMEA2042096	D006262	class	1.04740944295255
437	SAMEA2042096	D006262	order	1.04740944295255
438	SAMEA2042096	D006262	family	1.83495508096564
439	SAMEA2042096	D006262	genus	2.05651076546503
440	SAMEA2042096	D006262	species	2.99749904861043
441	SAMEA2042097	D006262	kingdom	0.0148732391817825
442	SAMEA2042097	D006262	phylum	0.724725146313603
443	SAMEA2042097	D006262	class	0.855130576425494
444	SAMEA2042097	D006262	order	0.855130576425494
445	SAMEA2042097	D006262	family	1.70169840964643
446	SAMEA2042097	D006262	genus	2.06577886581539
447	SAMEA2042097	D006262	species	2.67548063313482
448	SAMEA2042098	D006262	kingdom	0.0
449	SAMEA2042098	D006262	phylum	0.707959887182874
450	SAMEA2042098	D006262	class	0.819757557573144
451	SAMEA2042098	D006262	order	0.819757557573144
452	SAMEA2042098	D006262	family	1.34575215335323
453	SAMEA2042098	D006262	genus	1.74400392393637
454	SAMEA2042098	D006262	species	2.66091098564821
455	SAMEA2042099	D006262	kingdom	0.0
456	SAMEA2042099	D006262	phylum	0.708713368505904
457	SAMEA2042099	D006262	class	0.80695162199624
458	SAMEA2042099	D006262	order	0.80695162199624
459	SAMEA2042099	D006262	family	1.48421226233085
460	SAMEA2042099	D006262	genus	1.66114070504736
461	SAMEA2042099	D006262	species	2.77009990768032
462	SAMEA2042100	D006262	kingdom	0.0
463	SAMEA2042100	D006262	phylum	0.638523822591468
464	SAMEA2042100	D006262	class	0.795027507130703
465	SAMEA2042100	D006262	order	0.795027507130703
466	SAMEA2042100	D006262	family	1.46195967440735
467	SAMEA2042100	D006262	genus	1.8178878288455
468	SAMEA2042100	D006262	species	2.97396158131904
469	SAMEA2042101	D006262	kingdom	0.0227255120492444
470	SAMEA2042101	D006262	phylum	0.688450465659713
471	SAMEA2042101	D006262	class	0.859810054388125
472	SAMEA2042101	D006262	order	0.863142144747666
473	SAMEA2042101	D006262	family	1.77384506454642
474	SAMEA2042101	D006262	genus	2.5000932703393
475	SAMEA2042101	D006262	species	3.33647228837858
476	SAMEA2042102	D006262	kingdom	0.118773853386795
477	SAMEA2042102	D006262	phylum	0.993204420289945
478	SAMEA2042102	D006262	class	1.11647113602544
479	SAMEA2042102	D006262	order	1.11704851384929
480	SAMEA2042102	D006262	family	2.09448599298471
481	SAMEA2042102	D006262	genus	2.4900012192242
482	SAMEA2042102	D006262	species	3.44381485077242
483	SAMEA2042103	D043183	kingdom	0.0
484	SAMEA2042103	D043183	phylum	0.870459158416914
485	SAMEA2042103	D043183	class	1.05194152167299
486	SAMEA2042103	D043183	order	1.05194152167299
487	SAMEA2042103	D043183	family	1.63348792785876
488	SAMEA2042103	D043183	genus	2.01238303049735
489	SAMEA2042103	D043183	species	3.03392606627334
490	SAMEA2042104	D006262	kingdom	0.0334254872678178
491	SAMEA2042104	D006262	phylum	0.773673982870455
492	SAMEA2042104	D006262	class	1.1680055958894
493	SAMEA2042104	D006262	order	1.18245168600987
494	SAMEA2042104	D006262	family	2.03358794593772
495	SAMEA2042104	D006262	genus	2.59706114615955
496	SAMEA2042104	D006262	species	3.48345352161863
497	SAMEA2042105	D043183	kingdom	0.0009322251342476
498	SAMEA2042105	D043183	phylum	0.781910602665499
499	SAMEA2042105	D043183	class	1.03086444517647
500	SAMEA2042105	D043183	order	1.04621956954932
501	SAMEA2042105	D043183	family	1.55361716337286
502	SAMEA2042105	D043183	genus	2.17372569426315
503	SAMEA2042105	D043183	species	3.14823500313543
504	SAMEA2042106	D043183	kingdom	0.0
505	SAMEA2042106	D043183	phylum	0.719328797956111
506	SAMEA2042106	D043183	class	0.947406096129463
507	SAMEA2042106	D043183	order	0.986086135340053
508	SAMEA2042106	D043183	family	1.43745502832927
509	SAMEA2042106	D043183	genus	1.76164006823685
510	SAMEA2042106	D043183	species	3.13738366694624
511	SAMEA2042107	D043183	kingdom	0.0
512	SAMEA2042107	D043183	phylum	0.837441518942758
513	SAMEA2042107	D043183	class	1.02080723801011
514	SAMEA2042107	D043183	order	1.02356347018885
515	SAMEA2042107	D043183	family	1.6064419228627
516	SAMEA2042107	D043183	genus	2.21782670003376
517	SAMEA2042107	D043183	species	2.29967907294097
518	SAMEA2042108	D043183	kingdom	0.0
519	SAMEA2042108	D043183	phylum	0.735906793397178
520	SAMEA2042108	D043183	class	0.813871480287241
521	SAMEA2042108	D043183	order	0.831739006487099
522	SAMEA2042108	D043183	family	1.63829893931344
523	SAMEA2042108	D043183	genus	1.93699740105803
524	SAMEA2042108	D043183	species	1.98310303058909
525	SAMEA2042109	D006262	kingdom	0.0006775153850642
526	SAMEA2042109	D006262	phylum	0.879277247185161
527	SAMEA2042109	D006262	class	1.14688779134133
528	SAMEA2042109	D006262	order	1.19802328082359
529	SAMEA2042109	D006262	family	2.10608643327548
530	SAMEA2042109	D006262	genus	2.8337483480877
531	SAMEA2042109	D006262	species	3.46207647447051
532	SAMEA2042110	D006262	kingdom	0.0156300611197806
533	SAMEA2042110	D006262	phylum	0.480203603233335
534	SAMEA2042110	D006262	class	0.583006639002318
535	SAMEA2042110	D006262	order	0.592064201499938
536	SAMEA2042110	D006262	family	1.07676307665246
537	SAMEA2042110	D006262	genus	1.22047627498726
538	SAMEA2042110	D006262	species	1.39655550007016
539	SAMEA2042111	D043183	kingdom	0.0
540	SAMEA2042111	D043183	phylum	0.696012707998383
541	SAMEA2042111	D043183	class	0.79015683408683
542	SAMEA2042111	D043183	order	0.795833761372683
543	SAMEA2042111	D043183	family	1.33272912556301
544	SAMEA2042111	D043183	genus	1.5478861410984
